label	text_a
0	感觉看完电影都会有不同的感受·和以前有很大的不同·
1	课程节奏安排合理，动作讲解到位，有效放松身心，让人感受到了瑜伽学习的乐趣
1	这门课程非常好
0	了解现代汉语语法
0	课程很好，会很有意思很有意义，就是中国大学mooc那个标点符号和顺序太坑了。
1	让我对遥感更加熟悉
0	上课方式打破了时间和空间的限制
0	课程可以学到很多，但是感觉作业对于没有基础的学生来说要完成在操作方面有点困难
0	好呵呵呵呵呵呵呵呵呵呵
1	教学方式很好老师认真负责
1	还不错。。
1	实用有启发
0	电脑端考试提交答案不成功，刷新多次后不小心点了退出考试，不知道试卷有没有成功提交
0	内容详细，希望能多一点中文
1	很棒的一门课
1	对平时的课程有辅助和补充的作用
0	还行，至少比老师上课讲的好。因为老师上课讲的太快啦，一不小心就听漏了。在这看录播的话 可以重复。让我理解的时间比较多。例题也是够多的。
1	老师讲的浅显易懂
0	nishi250
0	内容总体不错，要认真看。不过美中不足的就是PPT还是不能涵盖所有知识呀，这样不方便课后再查阅。希望大家要认真看视频啰。
1	内容翔实，老师讲解透彻。满分
0	还可以吧 吧
0	能不能更快点，我想看后面一些的，当做我的预习
0	一个人的儿童时代极为重要，那会是一个人性格，智力生成的重要时期。其中做游戏就是培养他们的一个好的方式，我们要学好游戏，这样才能让儿童有一个美好的童年。
1	非常好，特别好，好到爆炸
0	还行，要是可以直播上课，可以讲解批改作业就更好，互评没什么意义
1	课程内容从实践中出发，关系到同学们学习生活的未来，老师用心，同学们学习的开心。
1	不错 这真是不错
1	好好好好好
0	无敌了啊。
0	请问是找的图书馆的老师来读课件了嘛？
1	很棒，让我学到了很多
0	希望愈来愈完善
0	真你妈的爷吐了，提莫上课不让我们刷，叫我们下课自己抽时间去刷网课，你提莫以为我们时间很多吗？gdx都尼玛的不得好死
1	课程讲解很好，精炼简洁。
0	发现自己读音上的缺陷
0	。。。。。
1	课堂内容丰富，老师讲的很棒！哈哈，努力学习！
0	666666
1	很有帮助啊
1	很棒这个老师，课程教的很仔细，给了我们很多练习的时间
1	大学生创业很有必要，是社会活力的体现
1	江科大牛皮
1	挺好的哎哎哎
1	老师讲的很好，很认真负责人。
0	66666
0	ghhhhh
0	老师讲解非常专业，示范非常棒！但是作为线上课程，能不能有个作业上交点评的地方，交作业检查费也是可以的，要不然自己都不 知道错哪了。还有希望开设专栏，有后续的课程。
0	后面都看不到内容....投影不照照墙
1	学到很多科学文化知识，机理认知提升巨大。
1	学习感受良好
0	网络搞心态
1	歪瑞的耐蚀
0	"上的内容有些过于散乱，知识点过多，很难记忆。希望在以后的课程学习中，能尽量克服这些缺点。我还学习到了在教学过程中，课后应如何对课程进行评估，怎样布置高效的作业	 特别是学习目标分析、学习者目标分析、研究性学习、教学评价等。一面结合自己的学习经历，一面以系统的理论来对照自己的实际，发现了很多值得改进的地方。信息化资源的准备基本囊括了所有途径和方法，很值得运用。"
0	可以设置qq提醒功能，我作业还没互评就截止了，我都不知道什么时候开始的。还有那个互评时间有问题，即比如上面写着互评时间11.12~11.22，结果都11.23互评还没开始。
1	课程内容丰富、干货满满，听了很有收获。
0	不知道说什么，就很棒
0	13720gyn
0	电子证书什么时候收到啊，
0	练习题目有点奇葩
0	学到了书本上学不到的东西，好
1	非常有意义的一门课，建议学习！！
1	很好，让我学到了很多
1	内容丰富，知识性强。
0	呵呵呵呵呵呵
1	非常非常好
1	内容很棒，提升很大
1	总体不错，部分讲得比较深，知识量比较大。
0	进度比较快
1	特别特别好
0	知识其实可以讲得更清楚一些，有时候ppt前后说法也不太统一，想要靠这本书和教学视频不太能学懂
1	好好好好好
1	冲冲冲冲冲
1	很棒。。。。
0	very good
1	很好，利用率很高
0	真的bang
0	绝对呀绝对
1	很好的 ，很棒
0	助于提高效率，还不会产生疲劳感。如果可能的话，逐步缩短所用的时间，不久你就会发现，以前一小时都完不成的作业，现在四十分钟就完成了。  2、不要在学习的同时干其他事或想其他事。一心不能二用的道理谁都明白，可还是有许多同学在边学习边听音乐。或许你会说听音乐是放松神经的好办法，那么你尽可以专心的学习一小时后全身放松地听一刻钟音乐，这样比带着耳机做功课的效果好多了。
1	感觉收获颇丰，增长见识了
0	tinghaode 
0	老师你好，我这门课一直没有查到成绩，请问你可以帮我看一下吗？
1	让我的思考方式发生了变化。
0	33333
1	收获巨大 受益匪浅
1	课程内容很惊喜
1	画面很棒  老师授课方式很好
1	感觉讲的很细致
0	作业多，不好用，每一门课用一个软件，烦死了
1	好，感觉非常棒
1	感觉很有意义！学到不少专业知识。
0	互评不是很好，作的不到位，希望能取消
1	非常好！了解到很多以前没学过的知识，老师讲授的也非常详细，感谢老师！
0	。。。。。。
1	很棒的一门课
1	感觉学到了许多新的思考方式，能够从新的角度思考问题
0	hen hao
0	学到了和孩子交流的方法
1	详尽的知识，结构清晰
0	感觉这个课超级适合我这个小菜鸡，不过遗憾的是四月份多就结课了呀，想知道结课后还能继续观看吗？要是不能的话就太遗憾了...我们都还没学几章
1	感觉挺好的
1	么么棒棒棒
1	老师的课讲得很棒
1	真不错zbc
0	方便，根据自己情况而学习
0	taifanl
1	太好了，太好了，有一种催人学习的感觉
0	希望多开设麻醉学的课
1	我觉得对我很有帮助。
1	感觉推开了新世界的大门
1	感觉很不错
1	很有启发，谢谢老师
0	yiban 
1	锻炼逻辑思维，受益匪浅
1	老师讲课讲的很透彻
1	我认为这门网络课程蛮有价值的。
0	太太太太太好了
1	讲的很好，理论与实际相结合，感谢老师的用心讲解
0	比较傻.少视频讲解，太多ppt难以理解
1	让我受益匪浅
1	老师讲的深入浅出，通俗易懂，给个好评
1	好好好好好
1	好，很有精神
0	老师好，请问单轴关节概念是什么？
0	just so so
1	可以，很不错。
1	内容齐全 操作方便
1	老师讲课知识内容全面，收获颇多。
0	？？？？？
1	很好，老师讲课很详细
1	方便课后复习和预习，超棒的~
0	leilei     lei                    
1	老师讲解非常详细到位，感受了中国传统武术的魅力
0	老师教得很用心，唯一的缺点就是交作业得方式有点不会弄
1	非常好，对我学习帮助非常大！
0	这门课程是一门很好的课程，讲了很多古诗的知识，比如章法安排，含蓄蕴藉等。我觉得古诗是古代知识的一种重要的媒介，它可以让我们去了解古文化。但是我希望老师可以在作业上改动一下，问答题的答案太过死板，一定要格式完全正确，即使这个答案其实是正确的。这个很重要！
1	课程精彩，老师上课，幽默风趣
1	复习很有帮助
1	非常非常棒啊
1	很好，老师很幸苦
0	不不不不不不不不
1	跟着老师深入学习了花卉有关知识，获益颇多。
0	请问老师  这门课程最后的考核成绩什么时间可以出
1	课程内容很不错，老师讲解很到位，和学生能保持密切的互动，收益颇丰
1	学了这么久，挺好的   讲解的挺好的，简单易懂
1	江科大nb
0	w'w'd'q'w'd'w'd'w'd'w'q
0	一切都挺好，就是考试有点麻烦
0	GOOD!
0	徐州医科大学的老师真的太棒啦
1	讲的非常好
1	不错不错不错
1	非常好的讲解。
0	太难了吧……
1	学到了很多
1	课程内容很丰富
1	感谢大家支持和选课学习！希望多多互动和交流讨论！
0	还不错吧。
1	很好，很有启发
1	通俗易懂 挺好的
0	内容设置全面合理
1	好好好好好
1	0
0	一般般的样子
1	好用啊！！
0	学习了口语
0	·········
1	学习五步拳，让我深切感受到体育武术的魅力，老师的课程很不错，每一个动作和要领都很到位。
0	。。。。。。
0	"1.老师口音太重	还没有字幕，真的难受2.互评作业太花里胡哨3.视频内容太简单，习题又特别的难"
1	对旗袍的有了一些了解，以前只是单纯的欣赏旗袍，但是没有认真、系统的学习过。但现在的学习水平还是不能够制作出一件完整的旗袍。希望在以后的学习生活中我能够学到更多知识，通过自己的努力，制作一件完整，较为好看的旗袍。
0	666666666
0	邯郸学院夏青传媒学院程敏婕已观看学习
1	很棒的！讲解清楚清晰
0	作业发布的时间安排与实际教学进度冲突
0	课太多，可以少几节课
1	收获和启发很大
0	第二章讲的有些笼统，许多概念还得课后上网查才能理解，希望能够改进。
0	没什么想法
1	每节课的时间适中，能学到很多东西，还有很多很好的图片能够更好地帮助学习。
1	郭老师的课结合多元知识生动有趣。
0	难用得要死
1	课程简单易懂，十分不错
1	课程讲解细致，赞赞赞!
1	太棒了！！！！
0	收获什么很多
1	线上，线下结合，挺好
1	课程非常好
0	。。。。。
0	。。。。。。。
1	理论结合实践，很不错
1	端老师的课，首先讲的很清晰，而且还具有一定的启发性，虽然已经读研，但也经常来听。
1	方便快速，老师讲的很清楚
0	@@75696wxy
0	12345
1	作为一名一线教师，能够系统的梳理一下知道。很有用。
1	很好，继续努力
1	收获良多!
1	软件很好用啊
0	好难学啊啊啊~
0	每次都卡的要命
0	not very friendly to newbies
1	对专业学习有很大的帮助！深入浅出！融会贯通！厉害！
0	hhhhh
1	学的还可以
0	我了解了更多英语方面的历史。
0	给v吧和你爸你们何必那么
0	医学教育的数字化创新发展，在传统纸质教材的基础上融合实操性更强的数字内容，推动传统课堂教学迈向数字教学与移动学习的新时代
0	ASdfgtyuui
0	为啥没看到证书呢
0	通过学习中国古代文学作品这门课，我真的觉得古人 人真的太牛了，他们的思想、境界令人羡慕和向往。其中我影响最深的是悲秋、伤春还有怀才不遇，诗人通过诗局里的悲景来抒情，当我们去了解到作者写诗时的经历，更加能领悟其中的情感。
0	一二三四五
0	老师，你什么时候能更新完这门课呀
1	内容深且广，涵盖面广。在上课过程中陶冶了情操，增加了人文素质。
0	ljljlj
0	就是有点麻烦
0	我觉得我读ppt比他们好，但是他们ppt做的还可以
1	，，，，，
1	"师教学在书面浅显知识的基础上，进一步扩大了教学的知识的深度及广度	扩大了学生知识面，并且多方面培养学生的思考问题的能力。通过这门课的学习，我对森林经营规划有了一定的认识，并产生了较大的兴趣。与传统的课程相比，网课有的时候过于简洁了，还是通过老师在线下课程对重点的补充解释才让我能充分理解部分难点。希望以后也继续网课与线下课程相结合的教学，感谢老师对我们的帮助。"
1	内容非常好，讲的也好
1	袍身姿曼妙的女性形象，像民国广告画上绝代倾城美女一定身着精致考究的旗袍……但这种回忆日前却因一个大展，瞬间把人们带回了那个年代，并打开那个年代上海女性的衣橱。有的选用先提花后印花的面料来制作，缘饰、盘扣与旗袍的纹样相互辉映，能想像出穿着者的优雅与精致；有的则是采用时髦的西式纹样与缘饰结合，反映出20世纪初与欧洲同步流行的节奏，“十里洋场”的繁华更是可见一斑。
0	喜欢这个课程
1	讲解较详细
1	老师讲的特别细致，而且也很有趣，学习到了很多有用的知识，也对天原更感兴趣啦！
0	ngy92999
1	非常的不错
1	不错很不错
1	课程内容真的很不错，内容讲解详实，层次分明，值得学习和推荐
1	学得很透彻
1	课程很好，能学到很多知识
1	非常好，知识点很全面
0	英语变得熟练了.
0	I think I have known more about the stereotype in the different cultures. 
0	有一些不一样见解
1	可以的
1	Nice！讲的好啊！内容充实，言语清晰！
0	第一次借mooc平台上网络课程，感受很好
0	。。。。。
1	内容充实，非常有用
0	"Well	 it definitely helps a lot 	 but steal too weary to master. "
1	好好好好好好
1	老师很尽责，讲课挺好，对我们学生很认真，和蔼可亲。
0	nice a
0	老师，腹股沟管有什么作用？
1	内容丰富，形式活泼，讲解逻辑清晰，与时俱进，学习中给人以启发，管理人都要懂得，将会持续关注课程更新
0	好实属上品
1	还是挺有用的必交符合实际
1	温老师的森林经理学教学内容有效，在教学过程中尊重学生，讲课认真，有时幽默风趣，使同学们都很有积极性。
0	学到了许多语言技术
1	非常好的课程！
0	敢接不错。
1	排舞让我感受到了舞蹈带来的快乐，同时也强健了体魄。
1	非常实用的一门课
0	一般般的吧
0	为什么只能看到4讲 不是有12讲的吗？
1	1、老师答疑不错；2、教材通俗易懂。感谢程老师
0	我太喜欢这个了！
0	666666
1	课程很好，但是感觉清晰度不佳，很多操作看不清楚
1	学到了如何理性地思考问题，对许多事情有了新的认知
1	好好好好好
1	学习刚开始，希望自己有所得有所悟
0	12345
0	hhhhhh
1	很棒很好非常好
1	还行，不错。
0	知识讲授过于片面，只局限于表面，重点难以掌握。
0	太卡了，不方便
1	课程讲解详细
0	123456
0	什么时候有下学期
1	特备喜欢这个课   老师讲的超级棒
0	作业时间太不固定
1	老师都很认真，学的很棒！
1	还行吧挺好
1	课程精彩而又有趣，老师的讲解很生动，点赞！
1	老师的讲解非常细腻，我从中得到了很大的提高
1	老师非常和蔼可亲 讲述简洁清晰 我很喜欢
0	没有解释，没有例题，这门课程没有灵魂
0	我爱了，可爱根根老师在线教知识！
1	受益匪浅，我感觉自己或将成为下一个中国首富。
1	感觉非常好
1	了解很多关于排舞的知识
0	美女词句和覅几个
1	授课内容新颖
1	可以学习了
1	很方便，也学到很多东西
0	感觉在念书
0	fcdjnd
1	感觉还可以吧
0	.....
1	老师讲的较全面，希望能讲的更深一点。比如木结构有限元、加固保护或者设计案例等。
1	我觉得不错
1	课程较好，内容清晰明了
1	老师非常专业！
0	。。。。。
1	很好很棒很优秀
0	差评！差评！差评！我明明做了单元测试的，为什么显示我没做??!明明是满分，却显示零分!搞得我竟然成绩不合格!差评！！！！
1	丰富实用的知识
0	老师太好了吧，课程不错
0	好看，评价了
0	66666666
1	好好好好好
1	内容丰富，分析详实！
1	教之有道，获益良多。感谢老师。
0	请填写评价内容
0	在学习中无限思考
1	老师讲的很棒。
1	挺好的，做起题目来也比较方便，视频内容也可以回放
0	"看ppt	好多内容视频课件中没有讲，不知是不是非重点课程？"
0	作业提交评分复杂
0	视频时间不长但是讲的浅显易懂
1	增长了知识，对创业有了理解
1	上的非常好
0	feichanghao
1	老师讲的很清楚，很不错。
0	.....
1	.好好！好好
0	.......
0	igood
1	金庸武侠冲啊
1	视频内容丰富且指导性强，测验、作业发布及时。而且老师真的负责的 ，有什么问题都可以问，回答也很耐心。
0	dfgdfs
1	非常通俗易懂，值得学习！
1	感觉良好，创新形式
0	不太好。课太多来不及消化。
1	A11111
1	学习比较充实紧凑，需要更好地集中注意力
0	。。。。。。。
0	南信大大物院提醒您：方法千万条，认真第一条，学习不努力，大四两行泪
0	形式多样！！
1	挺好的，，
0	撰写《人体生理学》的评价
1	讲课内容丰富，学习到很多课外的东西
1	课程挺不错的
0	有助于英语成绩的提高
0	11111
0	。。。。。
1	安全、职业安全、生活稳定、希望免于灾难、希望未来有保障等。安全需要比生理需要较高一级，当生理需要得到满足以后就要保障这种需要。每一个在现实中生活的人，都会产生安全感的欲望、自由的欲望、防御的实力的欲望。社交需求社交的需要也叫归属与爱的需要，是指个人渴望得到家庭、团体、朋友、同事的关怀爱护理解，是对友情、信任、温暖、爱情的需要。社交的需要比生理和安全需要
1	感谢老师    谢谢  爱你哦
1	真棒棒棒呀
1	了解了中国文化，很自豪，很骄傲
0	一般般吧。
1	通过对网店运营实用工具软件应用这门课的学习，受益匪浅，感受颇多！
0	66666
0	"nsists of the grade. However	 I’ve thoroughly changed my mind after finished the first unit. The professors give us the lecture about the concept of stereotype and provide us with "
0	本课程，课件比较好，例题较多且过程详细，重点难点部分都有视频，很适合自学。
1	内容丰富的啊
0	线上线下结合，吃不消
0	。。。。。。
0	666666
0	互评错过了，哭
0	good！
0	有时非常卡
1	"这门课第一次让我清楚和系统的学习了篮球的有关知识，并且这门课还建立了系统科学的体系	鼓励同学们进步与发展！可以提高与培育学生们的自我学习的意识。对于喜欢篮球的同学们来说这门课是节很棒的选修课！"
1	老师所授内容有趣，互动较强
0	视频真的是太多太多了，并且好多都不清晰
1	内容丰富，不懂得可以反复看
1	非常好的一门课
0	这个课可太有意思了吧！
1	好！！！！
1	能增加一些遥感软件的操作讲解就好了
1	课程真的很棒，从中学到了很多知识
1	王老师的课非常好，凝练，易懂，让我们在较短时间内，掌握了许多文学理论的知识！
0	真不错，在读书真不错
0	课程方便，有难懂不理解的地方可以回看
0	goodgood
0	good！
0	好啊啊啊啊啊啊啊啊啊啊
1	说的很详细，很好
1	老师讲得很好受益匪浅，老师辛苦了！
1	课程内容充实，题材新颖，能引起我极大的学习兴趣，视频讲解很详细，相关的练习也很贴切内容。
0	6.67E+14
1	感觉自己学的很好
1	课程很棒！
0	差差差差差
1	非常好，教了很多技巧
0	条理清晰，上手快，例子鲜明。一点不足，测验中的填空题有点坑，曾经因为空格被扣分（答案是一样的，两个单词中有个空格，而答案却没有）。
0	这个课真不错
0	nice啊
1	讲的很详细
1	授课方式极大便捷了课余学习生活，同时还有较高自由度，支持。
1	讲课生动有趣，内容也是丰富多样，从蚕桑的各个方面进行介绍，最令我印象深刻的是丝绸及其织法的介绍和蚕桑与健康，对养生人群大有裨益。
1	不错，不错
0	虽然不能去学校学习，但是这个也很详细
0	。。。。。。。。。。。。。。
1	课程系统，完整，解读清晰
0	可以反复观看，不懂的也看着看着就懂了
1	老师讲课很到位，很详细
1	教育技术让知识变得系统，也让我学会了高效率完成当下的工作不再拖沓。
1	排舞是一项愉悦身心，强健体魄的体育运动，给人以美的体验。
0	11111
0	好，就是太频繁了
1	作为制造从业人员，希望使用信息系统管理是实践中产生的自发的需求。而这门课给了我们系统的知识，常有醍醐灌顶的感觉。而且课程设计可以让我们从我们熟悉的场景出发，在课堂与工厂之间穿插，互为取用，毫无违和感，非常实用。
0	555555
0	hhhhhhhhhhhh
0	视频课的老师发音不标准，带口音，听起来很不舒服。
0	niubi666
1	讲课内容完整，条理清晰，ppt内容制作精美，能抓住同学们的眼球，让我们对旗袍更加有兴趣。
1	收获非常大，感谢南信的老师们
1	这样学习挺好的
1	觉得选气象这门专业是没有错的，学到了很多以前非常好奇的事物，解开了很多奥秘
0	老师的普通话听不太懂，加个字幕好一些
1	课程不错，老师讲解可以。让我了解许多旗袍的常识。
0	就是网上上课始终比不上线下的
1	课程非常好。
0	feichanghao
0	。。。。。。
1	内容详细，讲课生动
0	very good
1	好好好很好
0	还不错吧，但有几节声音太小了
1	软件很好  很方便
1	非常不错，学到很多
1	受益匪浅啊
1	老师非常认真负责，佩服佩服
1	从这门课中学到了许多关于天气的基础知识，为将来的工作打下了基础
1	网课可以按照自己的学习情况随时进行复习和学习
1	课程内容丰富，老师也很细致耐心。我在学习过程中也学到了一定的知识和技能，很好的一次体验。
1	课程很好，讲解得很透彻
1	课程内容很丰富，每个章节条理清晰，老师认真负责，也有配套的理论题目和视频作业，可以全方位学习篮球知识
1	这个课程牛逼，江科大牛逼
0	Wm20011210
0	啊大苏打实打实
0	作业有些频繁了
1	很棒讲的很详细
0	我爱花花。
1	很不错，简单易懂了解中国
0	还行，就是软件不稳定
0	为什么只有前三个单元
1	真的挺好的
0	说实话，学校差了师资就是不行。基本内容该讲的还是讲了，不过内讲得马马虎虎，还不如让我自己去看规范呢。
0	这是我在以前的学习中从未有过的体验，这考验的完全就是自我的控制力，但是我非常喜欢。
1	好好好好好
1	几位老师的讲课都非常有感染力，能够吸引我们学生的注意力，特别是热压工艺过程部分，能够理论联系实际，特别能将我们实习阶段参观人造板厂的实际情况再现，从抽象到具体，PPT内容有丰富翔实，活泼生动；将抽象的内容，抑扬顿挫、有节奏感的贯穿整个教学过程中，不仅仅是一堂人造板工艺课程的盛宴，更是视觉上和精神的享受，特别能够吸引全部同学的全神贯注。
0	111111
0	Selflove398
0	啊这，一言难尽
0	网络太卡了
1	这门课老师讲解的很细致，很规范，而且通俗易懂，不管基础如何，只要认真学习，就会有很大的收获，所以给个五星好评
0	嘿嘿嘿抱抱你呢呢喃喃
1	学习到了更多的戏曲知识，更进一步地走近传统文化。
1	非常喜欢这个课程
0	还行，感觉没有什么用
0	juedui
0	1989fqcl
0	有不少例子，但是希望详细说明每一条指令用法的基础知识。
0	看到了4-5
0	"内个啥	还是希望多一点直播内容"
1	有干货，有收获，还行
1	反正或多或少学到了一些辩论的技巧
0	设计的不错，要是能多讲几套真题就更好了
1	特别好的学习课程，对网店尤其淘宝实用工具了解受益匪浅
0	那你开你你你
0	你值得拥有
0	为什么没有前三章
0	作业太难了
0	啊啊啊啊啊
1	非常喜欢，视频里面老师讲的非常仔细，PPT也做得很好，很适合线下学习。
1	非常的成功
1	。3.授课视频效果好，老师们非常自然，与现实的课堂感觉一样。4.课件内容精致，一目了然，干货颇多，一定是团队多年经验的精华。5.测试作业的内容、数量和难度适中，达到了强化授课内容的目的。6.讨论区板块，老师及时回应，细致解答，积极引导。建议下次开课，开通微信群或QQ群，让对木结构感兴趣的人有一个家园，都能成为南林的一份子，共同促进我国木结构的发展。
1	nice!
1	老师视频做的很好，在大家提出问题时耐心解答
0	6.67E+12
0	第四次开课怎么没有内容啊
1	五五五五五五
1	老师上课特别有激情，能够带动同学们积极参与到课堂中。讲解比较细，尤其是对于难懂的地方，会一步一步的讲解，让所有人都理解。
1	收获很多，很好
0	有些答案错误
0	1111111
1	课程内容充实，增进了对旗袍的了解跟认识!
1	优秀啊，能够很好的帮助我学习
0	l235655
1	充分的拓展了自己的知识面
0	sfasdfghyertyu
0	有用，将原来没学懂的知识弄懂了不少
1	很棒更棒，努力学习天天向上
0	啊啊啊啊啊
1	大家一起加油！
0	。。。。。
1	课件做的非常好。
0	非常失望、关于学生反馈的做题问题、一直不给予解决。
0	the student give a comprehensive answer to this question.however it needs more details
1	课程很棒，了解了很多之前不知道的知识
1	老师很认真负责
1	非常好，吸引我
1	讲得很细致，清楚
1	非常接地气，十分喜欢
1	好！强烈推荐
1	讲得很棒！
1	很好，学的很好
0	了解教师语言的魅力
0	很不错，五星好评一次给足，不分期了
1	受益颇多。
1	很详细，教学形式很好
0	电机课程也算是专业课中的重中之重，也是我们云里雾里的一门课，朱老师将电机讲的是栩栩如生啊，仿佛我们进入了电机内部，一个一个零件，一个一个原理进行解剖，非常形象!
1	很不错，学习的很透彻·
0	。。。。。
1	超级棒，有了更具体形象的了解！
1	我觉得很好
0	歪瑞古德!
0	还行吧能接受
1	很不错，老师很有精神，很喜欢这样的老师！南林课程都很不错
1	充分了解了旗袍
0	66666
1	课程非常好很喜欢
0	针不戳啊爱了
1	很好，给了我很多启发
0	老师，在屈踝关节附近肌肉群有哪些，作用如何？
0	......
0	无效无效无效
1	有关生物学的系统知识
1	老师思路清晰，内容结合实际
0	课时有点少，要是能讲的再仔细一点就好了
1	学到很多专业知识
0	年底才有时间，正在学习中，请不要关闭！
0	内容，形式都不错
0	非常好用，但就是有时文档加载不出来
1	喜欢老师的课堂，排舞使我学到了很多，锻炼身体，提高免疫力，增强了身体的灵活性。祝老师的排舞课越来越来好。
1	超出预期！
1	很不错很不错
1	老师的课件非常用心，学习之后受益匪浅
0	追完的第一套慕课课程，非常感谢老师们的付出！可能是因为时间有限，老师讲得不是特别深入，真希望老师提供课前读物或者是课后拓展材料~
0	只是在说电影内容，没有评价
1	挺好的啊，老师很负责认真。
0	
1	这次的课程让我充分了解了ps软件的使用方法，使得我多掌握了一门实用技能，是一门很好的课。
0	这也太好了吧
0	111111111
0	有价值有意义
0	本课程把零散的知识系统化，把杂乱无章的问题统一化。利用独到的解题方法让学习者感叹初等数学也能推陈出新、简单问题也能回味无穷！
0	我努努力理解一下
1	对线下的学习有很大的帮助，对复习也很棒
1	哇，超出预期了
0	iujikdah 
1	内容很全面。
1	写的不错哦
0	学习不一样的C让我学会了怎么独立处理程序设计问题
1	非常好的课程
1	优秀，感谢老师的教诲，我学会了很多！
1	教学挺好的，老师上课很认真，同学讨论也很热情
0	bsjdjkd
0	。。。。。。
1	学以致用   很好哟
0	很忙碌，一个接着一个，有时候测试题目在课件中找不到。
0	。。。。。
1	好，很棒的课程
1	学到了更多不知道的知识
0	nice。。。
1	老师很认真在教，我们很仔细在学。加油，干得漂亮！
1	感觉很不错，值得一看。
0	还行吧，时间有点短
0	这个课程让我对太极拳有更加深入的了解，而且我学会了一点招式，是一节很有意义的课程。学了这个 ，也让自己更加的平心静气吧。
1	这个课程给我的感触很深，让我对以往的知道又进行了一次彻底的重塑，尤其是老师们认真，深刻，以及生动形象的讲解，对我以后得学习也有了很大的帮助！
0	666666666
1	老师讲的很好
0	.....
0	了解了一点点小学数学的教学方式
0	有点难。专业性词汇很多，看到后面忘记了前面的
1	收获很多，就是错过了考试，很伤心
1	老师讲的很好
0	*<(|Q[▓▓  呼呼呼。。。。?
1	非常有用，谢谢老师
1	讲的知识都很好，而且也很详细，但是其实还可以做得更好
1	教学内容风趣生动，能够激发我们的学习兴趣。
1	还挺好的呢
0	中国古代文学作品名篇精讲这门课讲的是非常详细了，而且还有趣，一点也不枯燥。
1	第一次体验这样的线上课程，丰富了很多篮球知识，同时也学习到了一些锻炼的技巧，在这个疫情的假期得到了很好的锻炼。非常好
0	真不戳呢这课
0	好…………
0	五星好评(o^^o)  absoultely
0	系统太垃圾了
1	讲得很好，就是头有点凉
1	挺好的 老师讲的都很清楚
0	从气质和语言方面提升自己
0	遇到不会的可以重新去看视频和PPT，而且上面讲的也很详细，很满意
1	可以从网上学习也太方便了！爱了爱了～
0	打卡，，，
1	吴老师讲课生动有趣，基本概念掌握扎实，没有亲自上过吴老师的课，但是感觉还是身临其境。
1	好棒啊 啊啊 啊
1	课程设置非常符合实际，讲得很清晰
0	hhhhh
0	垃圾发布分析法
1	很有意义，受益匪浅
0	作业为什么提交不上去？
0	............
0	太好了我哭了
1	老师人很好
1	终于了解网店了。
0	jiaochenghenxiangxi
1	帮助我们预习复习，并巩固所学知识。
1	李老师上课的状态特别适合网课学习
0	15193261520ly
1	老师认真负责，教学内容生动有趣
0	。。。。。
1	好！非常的好！
0	。。。。。
1	收获还不错
0	"it's so np.Oh fuck	I cannot hold on."
0	lqw666666
0	非常的beautiful！
1	课程非常好呀
0	除了更新有点慢，其他都满意
0	perfect
0	已经毕业工作了，还是想再听一遍老师讲的天原
1	老师说的很详细
1	哈哈哈哈哈
0	带口音有些听不清，有点强行塞概念，不易理解
0	主讲教师语音面貌好，外形气质佳，范读准确、清晰、声情并茂、有感染力，授课有深度、有情怀、有思想，授人以渔，令人受益匪浅。
1	第一次经历这样全新的学习方式，很棒
1	非常的实用
0	音容宛在，永别难忘。
0	一个字   好
1	刚进入课程学习，很期待！
1	课程生动有趣，内容与实际生活息息相关！希望多点想这样的课程
1	课程内容详细，题目合理，从这门课可以传承中华文化。第一次见到这门课，就被标题吸引。后来通过这门课，见证了旗袍的发展史，一个小小的盘扣也有大文化。中国人民也在传承旗袍，结合传统文化元素，走向国际，通过电视剧等面向大众，将会越来越好。
1	真的很好啊
0	Great.
1	让我进步很大
1	老师对知识的讲解通俗易懂，对学生的要求严格，每次的作业都会讲评，对我有很大的帮助
0	有些视频打不开
0	xingshihenhap
1	课程精简凝练，总结地很好
0	感觉这个软件特别乱
0	提高了自己的阅读水平
1	收获了很知识
1	特别好，讲的十分详细到位
0	握。消散机制那一块，有点难，感觉有一些吃力。老师下一次可以将PPT晚一点发给大家，例如课后发PPT。上课有PPT，特别是我这种有iPad的同学，就会有一点点偷懒 。课后发放，大家课堂上的紧迫感更足，而且课后在看PPT，有复习的效果。还可以提前告诉大家，上课的review ，PPT上是没有的，提醒大家拍照，或者记录下来。老师很漂亮，这是我这学期最喜欢的课。
0	统计描述数据
1	识。旗袍，是一枝暗香涌动的玫瑰，是一曲醉人心神的旋律，是一幅画意洒脱的山水，是一片诗情浓烈的田园。旗袍的美感，在反映女性娴淑典雅、和顺清丽的气质方面是任何服饰都无法复制的。旗袍之美在于恰到好处，是内敛与张扬的折中，是雍容与优雅的中和，是安静和灵动的整合，是中庸智慧之美的一种折射。很感谢学校开的这门课程，让我们在现在逐渐西化的过程中了解中国传统旗袍的魅力。
1	哈哈哈哈哈
1	老师是人很好，讲课也很好！
1	学了之后挺有用的
0	老师讲的蛮细的，还有PPT给我们看，想的很全面。
0	20200916Lxy
1	学习收获很大
0	xsdfca32fc5a132
0	23333
1	很不错，希望学习
1	老师讲的很细致，结合视频教学，更加直观。上课形式多样，经常与学生互动交流。
1	老师讲的都很棒，受益匪浅
